3.4342,12006
3.05338,10610
2.7699,11913
2.2511,11749
2.04245,12003
2.69633,13734
1.98397,19303
3.41214,10964
2.01344,12849
1.30779,10636
0.917348,12280
1.40998,10796
1.12641,10819
1.3308,11544
2.03895,10994
1.69659,12493
1.58922,12046
1.02624,9600
0.931976,13143
1.2348,11523
1.45988,12546
2.16326,11388
1.33223,12747
0.966987,11535
0.499873,12737
0.791699,11348
0.651097,11176
1.2093,9640
1.41766,11784
1.06384,11776
0.767055,10971
0.851766,12050
0.613778,11070
1.05609,11248
1.25376,10801
0.831382,12271
0.892647,12893
0.569533,9775
0.931638,12357
0.932253,12304
0.57009,10145
0.469337,11647
0.693728,12458
0.823263,9954
0.736294,13438
0.491761,11746
0.551246,9699
0.692751,13886
0.661568,12769
0.844518,11549
0.688859,10733
0.694386,11915
0.343644,12397
0.511437,9941
0.396514,12369
0.509573,11720
0.676114,11353
0.247128,12118
0.245487,12753
0.293171,10398
0.479474,13320
0.724378,12500
0.771685,11001
1.46788,13559
0.670866,12675
0.441293,10533
0.29669,11591
0.466015,13246
0.303288,11902
0.319249,11722
0.31248,12944
0.33457,12610
0.528848,10052
0.12779,11876
0.401727,13960
0.40849,10801
0.301525,12607
0.222784,11907
0.227638,10613
0.165931,13934
0.388499,12793
0.614497,12655
0.647108,10766
0.326138,13377
0.595093,12906
0.551304,11611
0.420768,12205
0.328431,12258
0.319121,10020
0.224629,13436
0.278593,11703
0.499923,12963
0.383263,13536
0.353119,12253
0.440252,9706
0.448929,13417
0.343994,11839
0.444428,12308
0.427386,13063
0.346681,12431
0.699727,12469
0.807811,12487
0.470125,11522
0.434398,12960
0.34952,13226
0.355891,10204
0.335159,12829
0.587605,13101
0.790649,11287
0.591948,12752
0.532239,11606
0.191889,12018
0.223823,11270
0.447277,12377
0.285463,11315
0.532593,10799
0.479525,12595
0.377995,12684
0.157898,9947
0.479773,12730
0.100537,12205
0.377038,10977
0.621231,12722
0.608544,11182
0.417525,11388
0.370431,11417
0.39912,12340
0.325654,12803
0.623791,10411
0.261247,11060
0.108784,12648
0.305447,10904
0.340779,10668
0.282967,11412
0.196784,11880
0.298266,10353
0.323641,13763
0.455085,11951
0.518522,10482
0.56523,11834
0.472966,11104
0.360687,12468
0.184154,10984
0.271031,10471
0.184389,13017
0.292461,10410
0.137605,11916
0.262587,13474
0.315834,10715
0.270096,12697
0.307618,12067
0.602346,12275
0.282658,11470
0.467501,11639
0.361239,14291
0.377894,12700
0.397686,13013
0.255556,10972
0.245786,11208
0.327159,11919
0.26003,11143
0.0896708,11975
0.426934,12226
0.308029,12220
0.247803,10955
0.114613,11647
0.24823,11751
0.118573,11810
0.262758,10185
0.191808,11765
0.173671,12800
0.261875,11274
0.193791,11203
0.161326,11845
0.259041,12970
0.202078,11752
0.19244,10656
0.278655,11953
0.170608,12768
0.362495,10343
0.295518,11264
0.409137,12803
0.234123,11502
0.160844,11391
0.298389,12239
0.470966,13666
0.898166,10816
0.555462,11470
0.37555,13334
0.275469,12390
0.614581,10525
0.167208,10398
0.266651,11939
0.425457,11805
0.140295,11077
0.249057,11145
0.330254,13305
0.303178,10553
0.44516,12534
0.360837,13265
0.18609,10725
0.142666,11772
0.387794,13163
0.157693,10903
0.146395,11499
0.227172,14090
0.271499,11211
0.186293,22273
0.302292,12059
0.227109,10714
0.160339,12238
0.205124,11522
0.188922,11819
0.201249,11772
0.246654,12683
0.303841,13323
0.279692,11007
0.195683,12249
0.0867678,11150
0.19452,11169
0.031756,11357
0.179564,11759
0.26327,13319
0.263298,12350
0.190177,13506
0.106965,10760
0.214146,12363
0.316228,12323
0.260173,11125
0.0838609,12342
0.085578,12811
0.155669,11473
0.0734471,12161
0.288118,12105
0.236273,12819
0.120651,11983
0.123834,12950
0.305848,12167
0.106001,11073
0.211585,12575
0.192345,12166
0.0603195,12560
0.0779907,11158
0.487493,12354
0.42023,12823
0.380538,12986
0.276172,10588
0.176084,11948
0.189236,13310
0.137223,10393
0.105813,11822
0.189512,11681
0.267962,12663
0.432962,13902
0.176219,12483
0.18737,10710
0.390451,12301
0.222961,11427
0.34093,11546
0.0931069,12172
0.29136,11031
0.268109,14378
0.657948,10521
0.197722,11725
0.243226,12068
0.226464,12663
0.304587,10577
0.226284,11216
0.496391,12621
0.139642,12253
0.282373,12074
0.189171,12964
0.294879,10718
0.283657,11191
0.123161,13078
0.174717,10801
0.180393,10632
0.332549,11939
0.655531,11022
0.254387,12073
0.214215,13010
0.110364,11079
0.219695,12088
0.128009,12327
0.264776,11531
0.117026,10462
0.0609557,11952
0.177103,12158
0.181931,10501
0.358222,12361
0.0900879,11687
0.213667,10718
0.24328,12330
0.220559,12989
0.351773,10992
0.361596,12355
0.0883051,12595
0.12675,11303
0.0393746,11455
0.467139,12457
0.174102,11322
0.216733,11941
0.0419825,12449
0.326645,10696
0.169672,11565
0.163309,14331
0.18365,10442
0.232552,10803
0.224665,12906
0.324126,10654
0.165845,12724
0.123639,11977
0.386113,10899
0.0655529,12484
0.0935372,12638
0.0798548,11365
0.118974,11291
0.0310821,12328
0.189035,11951
0.0650251,10395
0.264599,11369
0.179183,12612
0.462277,12140
0.123185,12936
0.129496,12650
0.265424,12217
0.187692,12600
0.309144,13367
0.156034,10482
0.048151,13305
0.299835,12379
0.17664,11100
0.287454,12795
0.196602,13576
0.105451,10636
0.0574783,12494
0.294994,13183
0.355184,10930
0.1043,11595
0.180433,11911
0.0855936,10604
0.226398,12362
0.121389,12413
0.0915999,10783
0.14712,11327
0.0606298,10583
0.103933,12726
0.168172,11145
0.3502,11540
0.124842,12492
0.109757,10712
0.173244,11967
0.149699,11618
0.123775,13675
0.0800211,11605
0.56631,13125
0.0641875,11071
0.280675,10013
0.345542,11105
0.0921809,12051
0.237694,11730
0.366522,12430
0.116598,11246
0.140315,11623
0.146094,11966
0.283624,10681
0.0840716,12136
0.205984,11736
0.0830409,12105
0.179026,12964
0.0906346,11337
0.229276,11344
0.114823,11718
0.24024,12126
0.0714276,11161
0.236168,10810
0.104688,11623
0.10746,11655
0.122454,13466
0.101751,11300
0.0675462,13324
0.259012,11780
0.0748194,10819
0.139589,13712
0.0973256,11482
0.101177,12060
0.088737,11352
0.0988195,10916
0.0582551,12672
0.0612926,12332
0.183649,11991
0.108953,11016
0.120732,10867
0.0937564,11312
0.222012,11872
0.122909,11595
0.143272,12505
0.277855,11445
0.0899359,12864
0.366629,11598
0.0818018,12956
0.160057,10334
0.0613245,11540
0.201482,12074
0.0588003,12189
0.140991,11324
0.0928785,12751
0.06099,11145
0.0712027,11048
0.066173,9974
0.172685,12754
0.137143,11588
0.221032,13187
0.0704922,11032
0.18763,11285
0.108941,11236
0.0886969,11446
0.121262,12259
0.0716531,12318
0.216773,12532
0.0562128,11170
0.0844793,12159
0.373306,12523
0.160549,12473
0.10515,11652
0.16533,12097
0.132987,11160
0.0562711,10479
0.039537,12094
0.144441,12930
0.0412096,11866
0.0421825,12655
0.0317088,12326
0.0562022,10856
0.0346411,12363
0.185302,11620
0.15175,12439
0.159292,11864
0.0899068,13012
0.0802966,11320
0.0875122,11629
0.186034,13214
0.254416,11399
0.146273,11974
0.203047,11772
0.167956,12329
0.0942008,11485
0.0253097,10777
0.209729,11832
0.100267,11471
0.0636466,12568
0.133924,12177
0.151746,12305
0.158338,11688
0.126862,10166
0.292833,11242
0.124302,10055
0.162012,11268
0.0280748,11080
0.0256372,12359
0.0804183,11860
0.0521237,11958
0.129809,10535
0.0363238,10857
0.0378894,11449
0.0510662,13168
0.0202311,11496
0.40363,12286
0.0852848,11878
0.366002,11642
0.08383,12399
0.0856146,11858
0.0741865,10705
0.0566536,13270
0.084689,10981
0.0444923,12072
0.103133,11612
0.153623,11772
0.12788,11149
0.036028,12203
0.312641,10837
0.0653788,9959
0.0959211,11694
0.0809132,12079
0.0256663,11010
0.0894148,11275
0.201516,11935
0.12439,12563
0.0295081,11874
0.0361696,12647
0.0343917,11471
0.0315176,10561
0.0483525,11339
0.0494878,11871
0.0277462,12054
0.0320439,12469
0.184399,11823
0.1536,10500
0.140439,11449
0.087126,11512
